TITLE,TAG
"Boucher expects ‘great’ Test series against PakistanKARACHI: On its first tour of Pakistan in more than 13 years, South Africa’s cricket team landed here on Saturday and went straight into a bio-secure bubble ahead of the two-Test series.The Proteas’ tour will get underway with the first Test against Pakistan here at the National Stadium followed by the second and final Test in Rawalpindi. The tourists will also meet the hosts in a three-match Twenty20 International series in Lahore next month.The team, led by wicketkeeper-batsman Quinton...",Sports
Test Series against SA: Inzamam lashes out at poor selection,Sports
Bangladesh call up uncapped trio for West Indies ODIs,Sports
Man Utd face acid test of EPL title credentials at Liverpool,Sports
PTF planning to organise professional league,Sports
Dar to make home Test umpiring debut,Sports
Australia-India Test hangs in the balance,Sports
Sri Lanka dig in after Root double ton,Sports
Former KMC officer Jameel’s services commended,Sports
Australian Open hit by positive tests on planes carrying 47 players,Sports
Top-ranked Tai pushes through to finals of badminton’s Thailand Open,Sports
"Haseen Habib, Amar Cables clash in Seniors Cup final today",Sports
West Brom sink Wolves to seal Allardyce’s first win,Sports
Pak women cricketers clear second COVID test,Sports
Sharjeel hits century in Sindh win over Northern,Sports
"Unlikely heroes Sundar, Thakur drag India back into fourth TestBRISBANE: A pair of unlikely third-day batting heroes Sunday gave India a fighting chance of securing the draw they need in the fourth Test against Australia to retain the Border-Gavaskar Trophy.Washington Sundar and Shardul Thakur, in just his second Test, put on 123 runs for the seventh wicket — a record for India at the Gabba — taking their team from a precarious 186 for six to 309 before Thakur was bowled by Pat Cummins for an entertaining 67.All-rounder Sundar, on debut, batted well...",Sports
Saud aims to play for Pakistan in all formats,Sports
‘Lack of quality coaching hurting cricketers’,Sports
South African cricketers begin training,Sports
Sajid elated at selection for SA Tests,Sports
Nervous England lose quick wickets in chase,Sports
No delay to Australian Open despite fourth positive Covid case,Sports
Arsenal outcast Ozil poised for Fernabahce move,Sports
S Africa forced into charter flight dash to Pakistan,Sports
"AC Milan lose Hernandez, Calhanoglu",Sports
Greek sailing official axed after Olympian’s sex abuse claim,Sports
Shoaib Malik to lead Maratha Arabians in Abu Dhabi T10,Sports
PHF official website down for a week,Sports
"Mount ends Chelsea barren run, Leicester up to second",Sports
"Getting adjusted to conditions biggest task, says SA captainKARACHI: South African cricket team skipper and wicket-keeper batsman Quinton de Kock on Monday said that the biggest issue for the team ahead of the Test series against Pakistan is that they don’t know the conditions here.“The biggest challenge is that the conditions which we could face here are unknown,” Quinton told a virtual news conference on Monday. “Honestly, we came here without knowing really the conditions at all. This team has not played in Pakistan before. One or two...",Sports
Decisive Test in balance as rain clouds Australia’s victory push,Sports
"Charter flight for players, staff, their families",Sports
I will play only after current coaches go: Amir,Sports
Kamran very happy with selection for Test squad,Sports
Hassan magic helps Sindh down Balochistan,Sports
Women team ready to take on South Africa: Hemp,Sports
Aisam training in Melbourne hotel room,Sports
"Bairstow, Lawrence seal seven-wicket win for England",Sports
"Man United retain top spot after Liverpool draw, City up to second",Sports
Pakistan squad for world’s first online scrabble championship named,Sports
KPL player draft to take place in orphanage on Feb 10,Sports
Amar Cables clinch National Seniors Cricket Cup title,Sports
Trials begin to select team for Davis Cup tie,Sports
Trippier’s ban confirmed by FIFA,Sports
Trials for Quaid Inter-Div Hockey begin,Sports
Brzeczek leaves job as Poland coach,Sports
Messi sees red as Bilbao stun Barca to win Spanish Super Cup,Sports
"Record-breaking India stun Australia to win Test seriesBRISBANE: India pulled off a record run-chase in a thrilling final session to hand Australia their first defeat at Brisbane’s Gabba ground since 1988 and clinch the four-Test series 2-1 on Tuesday.Wicketkeeper Rishabh Pant starred with a swashbuckling 89 not out as the injury-depleted visitors overhauled the 328-run target with three overs to go, winning by three wickets.Australia had not been beaten at the Gabba since falling to Viv Richards’ all-conquering West Indies side by nine...",Sports
SA name second string team for T20I series against Pakistan,Sports
Nauman vows to prove himself if given chance against SA,Sports
Tabish to focus on swing against Proteas batsmen,Sports
Defiant Paine wants to lead Australia to South Africa,Sports
Pakistan players assemble in Karachi ahead of first Test,Sports
SL drops failed Mendis from Test squad,Sports
Mohammad leads virus-hit West Indies in Bangladesh,Sports
FIFA appoints Haroon Malik as PFF NC chairman,Sports
Aubameyang at the double as Arsenal pile more misery on Newcastle,Sports
Two players test positive in new Australian Open blow,Sports
Muzammil loses to Ahmed in tennis trials,Sports
National Junior Tennis C’ship begins,Sports
Misbah not good fit for coaching job: Zaka,Sports
Wenger lauds ‘genius’ of Fenerbahce-bound Ozil,Sports
PAF dominate 1st day of Alpine Ski Cup,Sports
Messi banned for two matches after historic Barca red,Sports
Will crowds be allowed for PSL matches?,Sports
Ayaz fined for showing dissent,Sports
F1 pre-season testing to go ahead in Bahrain in March,Sports
"Top domestic performers should be given time to learn: YounisKARACHI: Pakistan recently announced nine uncapped players in the 20-man initial squad of the national cricket team for the two-match Test series against South Africa which will begin here with the opener at the National Stadium from January 26.There is a huge debate going on on the merits and demerits of the selection which has been made by the selection committee headed by former Test batsman Mohammad Wasim, who preferred top performers of the domestic first-class season. But on Wednesday...",Sports
Shakib stars in Bangladesh win over Windies,Sports
Rabada expects ‘reverse swing to play a role’ in Test series,Sports
Royals release Steve Smith ahead of IPL auctions,Sports
"Root, Pant rise in ICC rankings",Sports
Danish hits maiden hundred as Sindh beat KP,Sports
Leicester dream after beating lacklustre Chelsea to go top,Sports
Australian Open cluster grows as two more players test positive,Sports
McIlroy returns to Abu Dhabi hoping ‘to get the job done’,Sports
Muzammil elected unopposed as PBF chairman,Sports
Iqbal Qasim against spin-friendly tracks for SA Tests,Sports
PSB deprived of DG again,Sports
Premier League to start trial of concussion subs,Sports
Aviator outpace Guard Group in Aquafina Polo Cup,Sports
49 foreign players in Pakistan International Juniors Tennis,Sports
Shoaib outplays Ahmed in straight sets,Sports
Sindh Open Golf Championship from tomorrow,Sports
"Pak cricketers carry out marathon training sessionKARACHI: Pakistan’s cricketers carried out a gruelling training session here at the National Stadium on Thursday ahead of their first Test against South Africa.Aiming to lift their position in the ICC World Test Championship, the Pakistanis are hoping to bounce back from a 2-0 drubbing in New Zealand and tame the Proteas at home. A 2-0 win against South Africa will help Pakistan jump from 7th to 5th position in the ICC rankings.On Thursday, the 20-member national squad trained for almost...",Sports
Security measures around NSK cause huge inconvenience,Sports
PSL franchises submit fee to settle dispute with PCB,Sports
IOC chief says ‘no plan B’ for Tokyo Olympics: Kyodo News,Sports
T20 team to be named during first Test,Sports
Nishikori not to be part of Davis Cup team against Pakistan,Sports
"Archer, Stokes to give us ‘huge boost’ against India: Root",Sports
"SA ‘confident’ over Australia tour, Covid-19 permitting",Sports
Du Plessis looks forward to first Test on Pakistani soil,Sports
Pogba fires Man Utd back to Premier League summit,Sports
Ahmed Baig looks to defend Sindh Open title at ASCC,Sports
Rejuvenated McIlroy sets early pace in Abu Dhabi,Sports
Gurbaz ton leads Afghanistan to victory over Ireland,Sports
United bring in Rumman as bowling consultant,Sports
Mudassar joins T10 Management,Sports
Fresh Covid blow for Australian Open as Badosa tests positive,Sports
GB Scouts scoop CJCSC Ski Cup,Sports
Breakaway European Super League ‘would not be recognised’ by FIFA,Sports
National Clay Shooting Championship from January 21,Sports
Muzammil wins to stay alive in trials,Sports
Aviator in main final of Polo Cup 2021,Sports
BISL 4 Southern Punjab International Squash from February 11,Sports
"Tackling South African bowlers will be a challenge: AzharKARACHI: Former Pakistan skipper Azhar Ali on Friday termed the quality bowling of South Africa a big challenge for the home team’s batsmen in the Test series which will begin here at the National Stadium from January 26.“It would be a good challenge for our batsmen to play against top quality bowling of South Africa,” Azhar told a virtual news conference. “The visitors’ fast bowling is strong. They also have experienced left-arm spinner Keshav Maharaj in their side. They have all...",Sports
Khurram pushes Sindh to semis with solid hundred,Sports
Mathews’ ton lifts SL to 229-4 at start of England Test,Sports
Clinical Bangladesh seal series win over West Indies,Sports
"Cullinan,Doull among commentators for South Africa series",Sports
